Time,Drink,Paid,Change2025-07-09 14:01:11,americano,400,250
2025-07-09 14:43:05,latte,1000,800
2025-07-09 19:32:40,americano,200,50
2025-07-09 19:32:51,americano,200,50
2025-07-09 22:17:45,americano,300,150
2025-07-10 00:29:08,americano,500,350
2025-07-10 01:46:39,americano,500,350
2025-07-10 04:17:46,americano,400,310
2025-07-10 04:31:28,americano,200,110
2025-07-10 12:55:58,latte,200,80
2025-07-10 12:56:22,cappuccino,500,390
